,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Nuzleaf,70,40,70,120,60,40,60,340,Wily Pokémon,grass,dark,1.0,28.0,50.0,3,0
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Shiftry,100,60,90,45,90,60,80,480,Wickid Pokémon,grass,dark,1.3,59.6,50.0,3,0
275,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Taillow,55,30,40,200,30,30,85,270,TinySwallow Pokémon,normal,flying,0.3,2.3,50.0,3,0
276,"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Swellow,85,60,60,45,75,50,125,455,Swallow Pokémon,normal,flying,0.7,19.8,50.0,3,0
277,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Wingull,30,30,40,190,55,30,85,270,Seagull Pokémon,water,flying,0.6,9.5,50.0,3,0
278,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Pelipper,50,100,60,45,95,70,65,440,Water Bird Pokémon,water,flying,1.2,28.0,50.0,3,0
279,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Ralts,25,25,28,235,45,35,40,198,Feeling Pokémon,psychic,fairy,0.4,6.6,50.0,3,0
280,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Kirlia,35,35,38,120,65,55,50,278,Emotion Pokémon,psychic,fairy,0.8,20.2,50.0,3,0
281,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Gardevoir,85,65,68,45,165,135,100,618,Embrace Pokémon,psychic,fairy,1.6,48.4,50.0,3,0
282,"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,Surskit,30,32,40,200,50,52,65,269,Pond Skater Pokémon,bug,water,0.5,1.7,50.0,3,0
283,"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Masquerain,60,62,70,75,100,82,80,454,Eyeball Pokémon,bug,flying,0.8,3.6,50.0,3,0
284,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Shroomish,40,60,60,255,40,60,35,295,Mushroom Pokémon,grass,none,0.4,4.5,50.0,3,0
285,"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,Breloom,130,80,60,90,60,60,70,460,Mushroom Pokémon,grass,fighting,1.2,39.2,50.0,3,0
286,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Slakoth,60,60,60,255,35,35,30,280,Slacker Pokémon,normal,none,0.8,24.0,50.0,3,0
287,['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Vigoroth,80,80,80,120,55,55,90,440,Wild Monkey Pokémon,normal,none,1.4,46.5,50.0,3,0
288,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Slaking,160,100,150,45,95,65,100,670,Lazy Pokémon,normal,none,2.0,130.5,50.0,3,0
289,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,Nincada,45,90,31,255,30,30,40,266,Trainee Pokémon,bug,ground,0.5,5.5,50.0,3,0
290,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Ninjask,90,45,61,120,50,50,160,456,Ninja Pokémon,bug,flying,0.8,12.0,50.0,3,0
291,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,Shedinja,90,45,1,45,30,30,40,236,Shed Pokémon,bug,ghost,0.8,1.2,genderless,3,0
292,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Whismur,51,23,64,190,51,23,28,240,Whisper Pokémon,normal,none,0.6,16.3,50.0,3,0
293,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Loudred,71,43,84,120,71,43,48,360,Big Voice Pokémon,normal,none,1.0,40.5,50.0,3,0
294,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Exploud,91,63,104,45,91,73,68,490,Loud Noise Pokémon,normal,none,1.5,84.0,50.0,3,0
295,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Makuhita,60,30,72,180,20,30,25,237,Guts Pokémon,fighting,none,1.0,86.4,75.4,3,0
296,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Hariyama,120,60,144,200,40,60,50,474,Arm Thrust Pokémon,fighting,none,2.3,253.8,75.4,3,0
297,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Azurill,20,40,50,150,20,40,20,190,Polka Dot Pokémon,normal,fairy,0.2,2.0,24.6,3,0
298,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Nosepass,45,135,30,255,45,90,30,375,Compass Pokémon,rock,none,1.0,97.0,50.0,3,0
299,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Skitty,45,45,50,255,35,35,50,260,Kitten Pokémon,normal,none,0.6,11.0,24.6,3,0
300,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Delcatty,65,65,70,60,55,55,90,400,Prim Pokémon,normal,none,1.1,32.6,24.6,3,0
301,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,Sableye,85,125,50,45,85,115,20,480,Darkness Pokémon,dark,ghost,0.5,11.0,50.0,3,0
302,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,Mawile,105,125,50,45,55,95,50,480,Deceiver Pokémon,steel,fairy,0.6,11.5,50.0,3,0
303,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Aron,70,100,50,180,40,40,30,330,Iron Armor Pokémon,steel,rock,0.4,60.0,50.0,3,0
304,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Lairon,90,140,60,90,50,50,40,430,Iron Armor Pokémon,steel,rock,0.9,120.0,50.0,3,0
305,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Aggron,140,230,70,45,60,80,50,630,Iron Armor Pokémon,steel,rock,2.1,360.0,50.0,3,0
306,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Meditite,40,55,30,180,40,55,60,280,Meditate Pokémon,fighting,psychic,0.6,11.2,50.0,3,0
307,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Medicham,100,85,60,90,80,85,100,510,Meditate Pokémon,fighting,psychic,1.3,31.5,50.0,3,0
308,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electrike,45,40,40,120,65,40,65,295,Lightning Pokémon,electric,none,0.6,15.2,50.0,3,0
309,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Manectric,75,80,70,45,135,80,135,575,Discharge Pokémon,electric,none,1.5,40.2,50.0,3,0
310,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Plusle,50,40,60,200,85,75,95,405,Cheering Pokémon,electric,none,0.4,4.2,50.0,3,0
311,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Minun,40,50,60,200,75,85,95,405,Cheering Pokémon,electric,none,0.4,4.2,50.0,3,0
312,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Volbeat,73,75,65,150,47,85,85,430,Firefly Pokémon,bug,none,0.7,17.7,100.0,3,0
313,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Illumise,47,75,65,150,73,85,85,430,Firefly Pokémon,bug,none,0.6,17.7,0.0,3,0
314,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Roselia,60,45,50,150,100,80,65,400,Thorn Pokémon,grass,poison,0.3,2.0,50.0,3,0
315,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Gulpin,43,53,70,225,43,53,40,302,Stomach Pokémon,poison,none,0.4,10.3,50.0,3,0
316,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Swalot,73,83,100,75,73,83,55,467,Poison Bag Pokémon,poison,none,1.7,80.0,50.0,3,0
317,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Carvanha,90,20,45,225,65,20,65,305,Savage Pokémon,water,dark,0.8,20.8,50.0,3,0
318,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Sharpedo,140,70,70,60,110,65,105,560,Brutal Pokémon,water,dark,1.8,88.8,50.0,3,0
319,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Wailmer,70,35,130,125,70,35,60,400,Ball Whale Pokémon,water,none,2.0,130.0,50.0,3,0
320,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Wailord,90,45,170,60,90,45,60,500,Float Whale Pokémon,water,none,14.5,398.0,50.0,3,0
321,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,Numel,60,40,60,255,65,45,35,305,Numb Pokémon,fire,ground,0.7,24.0,50.0,3,0
322,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,Camerupt,120,100,70,150,145,105,20,560,Eruption Pokémon,fire,ground,1.9,220.0,50.0,3,0
323,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Torkoal,85,140,70,90,85,70,20,470,Coal Pokémon,fire,none,0.5,80.4,50.0,3,0
324,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Spoink,25,35,60,255,70,80,60,330,Bounce Pokémon,psychic,none,0.7,30.6,50.0,3,0
325,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Grumpig,45,65,80,60,90,110,80,470,Manipulate Pokémon,psychic,none,0.9,71.5,50.0,3,0
326,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Spinda,60,60,60,255,60,60,60,360,Spot Panda Pokémon,normal,none,1.1,5.0,50.0,3,0
327,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Trapinch,100,45,45,255,45,45,10,290,Ant Pit Pokémon,ground,none,0.7,15.0,50.0,3,0
328,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Vibrava,70,50,50,120,50,50,70,340,Vibration Pokémon,ground,dragon,1.1,15.3,50.0,3,0
329,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Flygon,100,80,80,45,80,80,100,520,Mystic Pokémon,ground,dragon,2.0,82.0,50.0,3,0
330,"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Cacnea,85,40,50,190,85,40,35,335,Cactus Pokémon,grass,none,0.4,51.3,50.0,3,0
331,"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Cacturne,115,60,70,60,115,60,55,475,Scarecrow Pokémon,grass,dark,1.3,77.4,50.0,3,0
332,"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Swablu,40,60,45,255,40,75,50,310,Cotton Bird Pokémon,normal,flying,0.4,1.2,50.0,3,0
333,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Altaria,110,110,75,45,110,105,80,590,Humming Pokémon,dragon,flying,1.1,20.6,50.0,3,0
334,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Zangoose,115,60,73,90,60,60,90,458,Cat Ferret Pokémon,normal,none,1.3,40.3,50.0,3,0
335,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Seviper,100,60,73,90,100,60,65,458,Fang Snake Pokémon,poison,none,2.7,52.5,50.0,3,0
336,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,Lunatone,55,65,90,45,95,85,70,460,Meteorite Pokémon,rock,psychic,1.0,168.0,genderless,3,0
337,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,Solrock,95,85,90,45,55,65,70,460,Meteorite Pokémon,rock,psychic,1.2,154.0,genderless,3,0
338,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Barboach,48,43,50,190,46,41,60,288,Whiskers Pokémon,water,ground,0.4,1.9,50.0,3,0
339,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Whiscash,78,73,110,75,76,71,60,468,Whiskers Pokémon,water,ground,0.9,23.6,50.0,3,0
340,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Corphish,80,65,43,205,50,35,35,308,Ruffian Pokémon,water,none,0.6,11.5,50.0,3,0
341,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Crawdaunt,120,85,63,155,90,55,55,468,Rogue Pokémon,water,dark,1.1,32.8,50.0,3,0
342,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,Baltoy,40,55,40,255,40,70,55,300,Clay Doll Pokémon,ground,psychic,0.5,21.5,genderless,3,0
343,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,Claydol,70,105,60,90,70,120,75,500,Clay Doll Pokémon,ground,psychic,1.5,108.0,genderless,3,0
344,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,Lileep,41,77,66,45,61,87,23,355,Sea Lily Pokémon,rock,grass,1.0,23.8,88.1,3,0
345,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,Cradily,81,97,86,45,81,107,43,495,Barnacle Pokémon,rock,grass,1.5,60.4,88.1,3,0
346,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Anorith,95,50,45,45,40,50,75,355,Old Shrimp Pokémon,rock,bug,0.7,12.5,88.1,3,0
347,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Armaldo,125,100,75,45,70,80,45,495,Plate Pokémon,rock,bug,1.5,68.2,88.1,3,0
348,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Feebas,15,20,20,255,10,55,80,200,Fish Pokémon,water,none,0.6,7.4,50.0,3,0
349,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Milotic,60,79,95,60,100,125,81,540,Tender Pokémon,water,none,6.2,162.0,50.0,3,0
350,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Castform,70,70,70,45,70,70,70,420,Weather Pokémon,normal,none,0.3,0.8,50.0,3,0
351,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Kecleon,90,70,60,200,60,120,40,440,Color Swap Pokémon,normal,none,1.0,22.0,50.0,3,0
352,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Shuppet,75,35,44,225,63,33,45,295,Puppet Pokémon,ghost,none,0.6,2.3,50.0,3,0
353,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Banette,165,75,64,45,93,83,75,555,Marionette Pokémon,ghost,none,1.1,12.5,50.0,3,0
354,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Duskull,40,90,20,190,30,90,25,295,Requiem Pokémon,ghost,none,0.8,15.0,50.0,3,0
355,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Dusclops,70,130,40,90,60,130,25,455,Beckon Pokémon,ghost,none,1.6,30.6,50.0,3,0
356,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Tropius,68,83,99,200,72,87,51,460,Fruit Pokémon,grass,flying,2.0,100.0,50.0,3,0
357,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Chimecho,50,80,75,45,95,90,65,455,Wind Chime Pokémon,psychic,none,0.6,1.0,50.0,3,0
358,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Absol,150,60,65,30,115,60,115,565,Disaster Pokémon,dark,none,1.2,47.0,50.0,3,0
359,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Wynaut,23,48,95,125,23,48,23,260,Bright Pokémon,psychic,none,0.6,14.0,50.0,3,0
360,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Snorunt,50,50,50,190,50,50,50,300,Snow Hat Pokémon,ice,none,0.7,16.8,50.0,3,0
361,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Glalie,120,80,80,75,120,80,100,580,Face Pokémon,ice,none,1.5,256.5,50.0,3,0
362,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Spheal,40,50,70,255,55,50,25,290,Clap Pokémon,ice,water,0.8,39.5,50.0,3,0
363,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Sealeo,60,70,90,120,75,70,45,410,Ball Roll Pokémon,ice,water,1.1,87.6,50.0,3,0
364,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Walrein,80,90,110,45,95,90,65,530,Ice Break Pokémon,ice,water,1.4,150.6,50.0,3,0
365,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Clamperl,64,85,35,255,74,55,32,345,Bivalve Pokémon,water,none,0.4,52.5,50.0,3,0
